V240001,V241004,V241006,V241012,V241025,V241042,V241043,V241100,V241104,V241108,V241118,V241119,V241120,V241121,V241122,V241123,V241124,V241125,V241126,V241141,V241150,V241153,V241156,V241157,V241200,V241201,V241202,V241203,V241204,V241205,V241206,V241207,V241208,V241209,V241215,V241231,V241232,V241233,V241234,V241450,V241459,V241463,V241471,V241501x,V241567x,V241621,V243052
214915,2,2,1,5,1,2,1,2,2,1,5,4,4,2,4,2,5,4,2,2,2,0,85,5,5,5,5,4,1,1,1,2,1,1,1,1,4,2,1,1,2,2,1,53715,2,MWE
215391,3,2,1,5,1,2,1,2,2,1,5,5,5,1,5,1,5,5,2,2,2,0,60,5,5,4,5,5,3,3,3,5,2,2,1,1,2,2,0,3,4,2,1,298140,3,MWE
313016,4,1,1,5,1,2,1,5,5,3,2,3,3,3,3,3,3,1,2,2,2,50,100,3,3,3,3,3,1,2,2,2,1,2,1,1,4,2,2,4,1,1,2,70899,2,MWE
316600,3,2,1,5,1,2,3,5,1,4,1,4,1,1,1,1,1,1,2,2,2,50,50,4,4,4,4,4,4,4,4,5,4,2,1,2,3,3,0,6,2,2,2,9722,1,MWE
317877,2,1,1,5,1,1,1,1,1,5,1,1,3,4,2,5,1,1,1,1,1,100,0,2,1,1,2,1,5,5,5,5,5,1,1,1,2,3,0,4,2,1,1,40925,2,MWE
323299,1,2,1,5,1,2,1,2,2,1,5,4,4,1,5,1,5,5,2,2,2,15,90,4,5,4,5,2,1,2,1,2,2,1,1,1,2,2,0,6,3,2,1,43148,2,MWE
331503,2,2,1,5,1,2,1,5,5,1,4,5,5,2,5,2,5,5,2,1,2,0,100,5,5,5,5,2,1,2,1,1,1,2,1,1,2,4,2,1,5,1,1,156302,1,MWE
335445,1,1,1,5,1,1,1,1,1,3,3,2,3,4,3,3,2,3,1,1,1,100,0,1,2,1,2,2,5,5,5,5,4,1,1,2,3,2,2,1,5,1,1,219403,2,MWE
337211,1,2,1,5,1,2,1,2,2,2,3,3,2,2,3,2,4,3,2,2,2,30,85,5,4,5,4,2,1,2,1,3,2,1,1,1,4,3,3,1,3,1,1,178487,2,MWE
342163,2,1,1,5,1,1,1,1,1,3,4,2,3,2,4,2,4,5,1,1,1,85,15,4,3,3,3,1,4,4,5,5,2,1,1,1,3,2,1,1,4,1,1,177274,1,MWE
345922,1,1,1,5,1,1,1,1,1,3,2,1,2,3,3,3,4,3,1,1,1,85,0,3,3,3,2,2,4,5,5,5,3,1,2,2,4,2,2,1,4,1,1,48938,2,MWE
349491,3,1,1,5,1,1,1,2,5,1,1,3,3,1,1,1,5,1,1,2,2,85,30,1,3,2,2,2,4,4,5,5,1,2,1,1,3,3,1,1,3,1,2,109327,4,MWE
357891,2,1,1,5,1,1,1,1,1,3,1,1,3,3,3,1,2,2,1,2,-8,40,0,3,4,1,2,3,3,5,5,5,2,1,1,2,3,2,3,4,6,1,1,188828,1,MWE
358067,2,2,1,5,1,2,1,2,5,2,4,3,3,2,3,2,4,1,2,2,2,30,70,5,4,4,4,1,2,3,2,2,1,1,1,2,3,4,0,6,3,2,6,14841,1,MWE
362981,1,2,1,5,1,1,1,1,1,4,4,3,3,3,4,4,2,4,1,1,1,85,0,2,1,1,1,2,5,5,5,5,4,1,1,2,3,4,3,1,5,1,1,205085,2,MWE
365449,3,1,1,5,1,2,1,2,2,1,4,1,3,1,3,2,3,4,2,2,2,30,15,3,5,2,4,3,2,3,2,4,3,1,1,1,3,2,1,1,2,2,1,76012,2,MWE
365722,3,1,1,5,1,1,2,1,5,1,3,2,3,1,4,1,1,3,2,1,1,50,15,3,2,3,3,4,5,5,5,5,4,2,1,1,3,2,3,1,5,1,1,515528,2,MWE
365943,1,1,1,5,1,1,1,1,1,3,4,3,2,3,3,3,4,4,1,1,1,85,50,1,1,2,1,1,5,5,5,5,5,2,1,1,3,4,1,4,3,1,2,4293,3,MWE
366281,2,2,1,5,1,2,1,2,2,5,1,4,5,1,1,3,5,1,2,2,2,0,100,5,5,5,5,5,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,278078,2,MWE
366544,4,2,1,5,1,2,3,1,5,3,2,2,2,3,2,2,3,2,2,1,2,50,50,3,4,3,3,2,2,5,3,5,3,1,1,1,1,4,0,6,4,1,4,261100,4,MWE
367771,1,1,1,5,1,1,1,1,2,4,3,3,4,3,4,3,3,4,1,2,1,100,30,3,1,2,1,1,2,5,3,5,1,1,2,2,3,2,4,1,4,1,1,220240,1,MWE
373349,1,1,1,5,1,1,1,1,1,4,3,2,3,4,3,4,3,3,1,1,1,85,0,2,2,1,1,2,5,5,5,5,4,1,1,2,4,2,4,1,3,1,1,176411,2,MWE
375448,1,2,1,5,1,2,1,2,2,3,3,4,4,2,4,3,3,4,2,2,2,0,70,5,3,3,4,2,4,3,2,3,2,2,1,1,3,2,1,1,2,1,1,296545,2,MWE
375738,4,1,1,5,1,1,1,5,5,2,4,2,2,2,4,2,3,2,2,2,1,60,70,4,3,2,3,2,2,5,3,4,4,2,1,2,4,3,6,6,2,1,6,5971,1,MWE
379149,1,1,1,5,1,1,2,5,1,5,5,5,5,5,5,2,3,5,1,2,2,100,15,1,1,1,1,1,5,5,5,5,5,2,2,1,4,4,0,6,2,2,2,19867,2,MWE
381267,2,1,1,5,1,2,1,2,2,2,4,3,4,2,4,2,4,4,2,2,2,0,85,5,4,3,3,2,2,2,1,3,2,1,1,1,4,2,5,3,2,1,1,70614,3,MWE
383828,2,1,1,5,1,1,1,1,1,3,2,2,1,3,2,3,3,2,1,1,1,70,0,3,3,2,3,3,5,5,5,5,4,1,2,2,4,2,0,1,5,2,1,199894,2,MWE
390206,4,2,1,5,1,2,4,5,5,3,3,2,3,2,4,2,4,3,2,2,2,15,70,4,3,3,4,4,2,3,3,3,2,1,2,1,4,2,1,6,2,2,1,48734,2,MWE
